scientific_name,canonical_name,name_verbatim,group,guid,genus,family,order,class,phylum,kingdom,vernacularName,matchType,nameType,source,souce_URL,recordCurator,recordCuratorID,recordRightsHolder,recordAccessRights,recordLicense,recordType,recordLanguage,recordCitation,recordCitationURL,recordInZotero,recordCreated,recordModified,recordDatasetName,recordDatasetID
"Notechis scutatus (Peters, 1861)",Notechis scutatus,Notechis scutatus,Reptiles,https://biodiversity.org.au/afd/taxa/0b67b63f-596a-4780-93fa-6c53d5205923,Notechis,Elapidae,Squamata,Reptilia,Chordata,Animalia,Tiger Snake,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Chrysolopus spectabilis (Fabricius, J.C., 1775)",Chrysolopus spectabilis,Chrysolopus spectabilis,Invertebrates,https://biodiversity.org.au/afd/taxa/21d2e33e-e919-4e29-8c2d-c0551581d9fc,Chrysolopus,Curculionidae,Coleoptera,Insecta,Arthropoda,Animalia,Botany Bay Weevil,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Phallus rubicundus (Bosc) Fr.,Phallus rubicundus,Phallus rubicundus,Fungi,https://id.biodiversity.org.au/node/fungi/60100665,Phallus,Phallaceae,Phallales,Agaricomycetes,Basidiomycota,Fungi,,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Aquila audax (Latham, 1801)",Aquila (Uroaetus) audax,Aquila audax,Birds,https://biodiversity.org.au/afd/taxa/23e2ccef-06b0-4749-abc6-d8a710b94f69,Aquila,Accipitridae,Accipitriformes,Aves,Chordata,Animalia,Wedge-tailed Eagle,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dasyurus viverrinus (Shaw, 1800)",Dasyurus viverrinus,Dasyurus viverrinus,Mammals,https://biodiversity.org.au/afd/taxa/52149285-a12a-4085-a285-b41af5ba3ce3,Dasyurus,Dasyuridae,Dasyuromorphia,Mammalia,Chordata,Animalia,Luaner,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Lates calcarifer (Bloch, 1790)",Lates calcarifer,Lates calcarifer,Fish,https://biodiversity.org.au/afd/taxa/c0c829b2-834e-4cf9-b288-2cc2035573ff,Lates,Latidae,Perciformes,Actinopterygii,Chordata,Animalia,Barramundi,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Coccinella transversalis Fabricius, 1781",Coccinella transversalis,Coccinella transversalis,Invertebrates,https://biodiversity.org.au/afd/taxa/104393e0-22e8-496d-ac72-a8dd8387f612,Coccinella,Coccinellidae,Coleoptera,Insecta,Arthropoda,Animalia,Transverse Ladybird,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Morelia spilota (Lacépède, 1804)",Morelia spilota,Morelia spilota,Reptiles,https://biodiversity.org.au/afd/taxa/29af7856-f243-4db6-bde6-8c8f16172735,Morelia,Pythonidae,Squamata,Reptilia,Chordata,Animalia,Carpet Python,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Eucalyptus regnans F.Muell.,Eucalyptus regnans,Eucalyptus regnans,Flowering plants,https://id.biodiversity.org.au/taxon/apni/51290024,Eucalyptus,Myrtaceae,Myrtales,Equisetopsida,Charophyta,Plantae,Mountain Ash,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Ranoidea caerulea (White, 1790)",Litoria caerulea,Litoria caerulea,Frogs,https://biodiversity.org.au/afd/taxa/0d3239e3-927e-43c1-9d65-4a5e75fe33d3,Litoria,Pelodryadidae,Anura,Amphibia,Chordata,Animalia,Green Tree Frog,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Phascolarctos cinereus (Goldfuss, 1817)",Phascolarctos cinereus,Phascolarctos cinereus,Mammals,https://biodiversity.org.au/afd/taxa/e9d6fbbd-1505-4073-990a-dc66c930dad6,Phascolarctos,Phascolarctidae,Diprotodontia,Mammalia,Chordata,Animalia,Koala,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Pseudechis porphyriacus (Shaw, 1794)",Pseudechis porphyriacus,Pseudechis porphyriacus,Reptiles,https://biodiversity.org.au/afd/taxa/52d564ba-1ed4-4173-bc98-4fabefbbcf72,Pseudechis,Elapidae,Squamata,Reptilia,Chordata,Animalia,Red-bellied Black Snake,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Ranoidea raniformis (Keferstein, 1867)",Litoria raniformis,Litoria raniformis,Frogs,https://biodiversity.org.au/afd/taxa/89a7a289-bf04-40e0-aaef-7ec6bc968a9c,Litoria,Pelodryadidae,Anura,Amphibia,Chordata,Animalia,Southern Bell Frog,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Zanda latirostris (Carnaby, 1948)",Zanda latirostris,Calyptorhynchus latirostris,Birds,https://biodiversity.org.au/afd/taxa/4072e7ce-7ca4-4112-a9fa-c49a0f0ddd4d,Zanda,Cacatuidae,Psittaciformes,Aves,Chordata,Animalia,Short-billed Black-cockatoo,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Megaptera novaeangliae (Borowski, 1781)",Megaptera novaeangliae,Megaptera novaeangliae,Mammals,https://biodiversity.org.au/afd/taxa/f99d2ad9-23dc-4c67-893e-254fc9c614a6,Megaptera,Balaenopteridae,Cetacea,Mammalia,Chordata,Animalia,Humpback Whale,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Corvus mellori Mathews, 1912",Corvus mellori,Corvus mellori,Birds,https://biodiversity.org.au/afd/taxa/713303da-f7b7-47a9-8ba1-2880941f9d28,Corvus,Corvidae,Passeriformes,Aves,Chordata,Animalia,Little Raven,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Cyclochila australasiae (Donovan, 1805)",Cyclochila australasiae,Cyclochila australasiae,Invertebrates,https://biodiversity.org.au/afd/taxa/ef5385c9-c99a-460d-a444-6374d5d3da87,Cyclochila,Cicadidae,Hemiptera,Insecta,Arthropoda,Animalia,Masked Devil,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Setonix brachyurus (Quoy & Gaimard, 1830)",Setonix brachyurus,Setonix brachyurus,Mammals,https://biodiversity.org.au/afd/taxa/a2074cb8-e146-452c-b326-e2b583f51cc6,Setonix,Macropodidae,Diprotodontia,Mammalia,Chordata,Animalia,Quokka,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dromaius novaehollandiae (Latham, 1790)",Dromaius novaehollandiae,Dromaius novaehollandiae,Birds,https://biodiversity.org.au/afd/taxa/2a4e373b-913a-4e2a-a53f-74828f6dae7e,Dromaius,Casuariidae,Struthioniformes,Aves,Chordata,Animalia,Emu,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Isopogon dawsonii R.T.Baker,Isopogon dawsonii,Isopogon dawsonii,Flowering plants,https://id.biodiversity.org.au/node/apni/2904523,Isopogon,Proteaceae,Proteales,Equisetopsida,Charophyta,Plantae,Nepean Conebush,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Menura novaehollandiae Latham, 1801",Menura (Menura) novaehollandiae,Menura novaehollandiae,Birds,https://biodiversity.org.au/afd/taxa/944960f7-4a3f-4de8-a1fd-0f037af45a23,Menura,Menuridae,Passeriformes,Aves,Chordata,Animalia,Superb Lyrebird,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Christinus marmoratus (Gray, 1845)",Christinus marmoratus,Christinus marmoratus,Reptiles,https://biodiversity.org.au/afd/taxa/60bafeba-eee1-46b7-a90c-718d3dd8d994,Christinus,Gekkonidae,Squamata,Reptilia,Chordata,Animalia,Marbled Gecko,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Nephrolepis cordifolia (L.) C.Presl,Nephrolepis cordifolia,Nephrolepis cordifolia,Ferns,https://id.biodiversity.org.au/taxon/apni/51438836,Nephrolepis,Lomariopsidaceae,Polypodiales,Equisetopsida,Charophyta,Plantae,Fishbone Fern,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Vombatus ursinus (Shaw, 1800)",Vombatus ursinus,Vombatus ursinus,Mammals,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus,Vombatidae,Diprotodontia,Mammalia,Chordata,Animalia,Bare-nosed Wombat,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Grevillea candelabroides C.A.Gardner,Grevillea candelabroides,Grevillea candelabroides,Flowering plants,https://id.biodiversity.org.au/node/apni/2892850,Grevillea,Proteaceae,Proteales,Equisetopsida,Charophyta,Plantae,,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Adiantum hispidulum Sw.,Adiantum hispidulum,Adiantum hispidulum,Ferns,https://id.biodiversity.org.au/node/apni/2914842,Adiantum,Pteridaceae,,Equisetopsida,Charophyta,Plantae,Rough Maidenhair,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Elusor macrurus Cann & Legler, 1994",Elusor macrurus,Elusor macrurus,Reptiles,https://biodiversity.org.au/afd/taxa/d315deea-822c-4f2c-b439-da33d6af5fd6,Elusor,Chelidae,Testudines,Reptilia,Chordata,Animalia,Mary River Turtle,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Tiliqua nigrolutea (Quoy & Gaimard, 1824)",Tiliqua nigrolutea,Tiliqua nigrolutea,Reptiles,https://biodiversity.org.au/afd/taxa/24c08260-9a72-4007-a73c-64e331affb69,Tiliqua,Scincidae,Squamata,Reptilia,Chordata,Animalia,Southern Blue-tongue,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Podargus strigoides (Latham, 1801)",Podargus strigoides,Podargus strigoides,Birds,https://biodiversity.org.au/afd/taxa/8bec5cc6-ac31-4d23-9df3-856034968af9,Podargus,Podargidae,Caprimulgiformes,Aves,Chordata,Animalia,Tawny Frogmouth,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dacelo novaeguineae (Hermann, 1783)",Dacelo (Dacelo) novaeguineae,Dacelo novaeguineae,Birds,https://biodiversity.org.au/afd/taxa/1fc76c4d-4830-4129-9b86-1c7e944c3c50,Dacelo,Alcedinidae,Coraciiformes,Aves,Chordata,Animalia,Laughing Kookaburra,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
